date,open,high,low,close,volume
12/14/2023,76.5985444,76.8747439,74.57310486,74.57310486,1569733
12/15/2023,75.38327927,75.6226517,73.91023169,74.57310486,1222868
12/18/2023,74.75723339,74.92295168,73.50514118,74.40738678,444778
12/19/2023,74.16802271,74.62835058,73.52356652,74.05754852,466033
12/20/2023,74.00230408,74.9229598,73.81817574,74.00230408,425678
12/21/2023,73.6524504,74.14960529,73.32101381,73.9286499,397311
12/22/2023,73.83658656,74.26009437,73.56039405,73.72611237,285531
12/27/2023,74.05754103,74.37056057,73.68927738,73.74451447,234984
12/28/2023,73.76293967,73.94706801,73.56039429,73.56039429,260465
12/29/2023,73.63404843,73.81817677,73.56039429,73.56039429,185880
1/2/2024,73.61562324,74.70199716,73.24735958,73.74451447,391009
1/3/2024,73.67086285,74.09437064,71.71907735,72.10575104,714218
1/4/2024,72.32670738,72.80545226,71.55335999,71.55335999,470174
1/5/2024,71.44287985,71.60859816,69.91459507,70.61428833,671745
1/8/2024,70.70635203,70.96413447,70.22760719,70.87,295027
1/9/2024,71.31398775,71.86637975,70.61428747,71.35081482,449830
1/10/2024,71.16668672,72.36353488,71.01937844,71.18509674,414280
1/11/2024,71.82955261,72.34512456,70.87207689,71.20350647,564955
1/12/2024,71.18509153,71.3323998,68.86504248,69.5094986,950847
1/15/2024,69.69362963,69.7304567,66.71070731,67.70501709,819164
1/16/2024,67.13420784,67.96279933,66.69229707,67.87073517,684416
1/17/2024,66.96848845,68.93869093,66.83959722,68.62567139,738325
1/18/2024,68.95711534,69.27013492,68.57044163,68.64408875,610555
1/19/2024,69.23330908,69.27013616,67.77867835,67.92597961,662149
1/22/2024,68.12851894,68.45995554,66.39768883,66.83959961,636653
1/23/2024,67.11579666,69.14123623,66.82118714,68.51519012,530249
1/24/2024,69.76728864,70.09872525,69.14124247,69.36219788,466118
1/25/2024,69.2333014,69.27012847,67.6497796,68.11010742,398656
1/26/2024,68.01804036,71.33240649,68.01804036,70.41175079,721113
1/29/2024,70.33808826,70.65110779,69.69362513,70.65110779,337010
1/30/2024,71.68225122,71.77431538,70.24603062,71.55335999,498935
1/31/2024,71.81114067,73.26577828,71.51653114,72.84227753,531119
2/1/2024,72.63973227,73.43149669,72.4371869,72.45559692,529598
2/2/2024,73.41308295,77.09570572,73.35784586,75.49376678,1447927
2/5/2024,76.13822228,77.46396871,75.34645783,75.99092102,938004
2/6/2024,76.19346829,76.35918659,74.3153298,74.77565765,524184
2/7/2024,74.68358583,76.41441585,74.49945049,74.70199585,509581
2/8/2024,75.18074036,75.71471527,74.44421306,75.18074036,422598
2/9/2024,75.49376132,75.49376132,73.87340546,73.87340546,525780
2/12/2024,74.55469484,75.1070868,73.98388583,74.57310486,558560
2/13/2024,74.22325868,75.25438848,73.74451382,74.2416687,409980
2/14/2024,73.67086871,73.94706824,72.82386712,73.39467621,338846
2/15/2024,73.81816969,73.85499676,72.45559625,72.91592407,403033
2/16/2024,73.24736676,74.73883156,72.86069305,74.2232666,448676
2/19/2024,73.79975927,73.9286505,72.98957781,73.3210144,269118
2/20/2024,73.0632329,73.44990658,71.95844893,72.80545044,429484
2/21/2024,73.22895624,74.59152276,73.100065,74.4442215,497068
2/22/2024,75.03344041,76.21187859,74.35215715,74.72042084,676569
2/23/2024,75.401702,76.37759477,74.94137415,76.10140228,618363
2/26/2024,76.08297752,76.28552288,75.29121315,75.9540863,314732
2/27/2024,75.93568163,77.74016588,75.54900092,77.46396637,610436
2/28/2024,77.57444652,78.73446758,77.42713825,78.37,657826
